titleId,directors
tt0118755,nm0382072
tt0118756,nm0003606
tt0118760,nm0006487
tt0118762,"nm0231909,nm0213726,nm0675235,nm0160602"
tt0118766,nm0790291
tt0118767,nm0049326
tt0118771,nm0609236
tt0118772,nm0339254
tt0118773,nm0035840
tt0118780,nm0585990
tt0118787,nm0003031
tt0118789,nm0001252
tt0118790,nm0354024
tt0118798,nm0000886
tt0118799,nm0000905
tt0118818,nm0005139
tt0118819,nm0000264
tt0118824,nm0573732
tt0118826,nm0803203
tt0118829,nm0227540
tt0118834,nm0161717
tt0118836,nm0005618
tt0118840,nm0885666
tt0118842,nm0003620
tt0118845,nm0939182
tt0118849,nm0006498
tt0118851,nm0911061
tt0118855,nm0582721
tt0118859,nm0410139
tt0118863,nm0229694
tt0118864,nm0004161
tt0118866,nm0819613
tt0118868,nm0747834
tt0118880,nm0922346
tt0118882,nm0380961
tt0118883,nm0001149
tt0118884,nm0000709
tt0118886,nm0001942
tt0118887,nm0003506
tt0118892,nm0380980
tt0118894,nm0005197
tt0118900,nm0467942
tt0118911,nm0321894
tt0118912,nm0581772
tt0118917,nm0131182
tt0118926,nm0000518
tt0118927,nm0740213
tt0118928,nm0002044
tt0118929,nm0001639
tt0118942,nm0677943
tt0118949,nm0548740
tt0118954,nm0000095
tt0118956,nm0814085
tt0118957,nm0223522
tt0118964,nm0002376
tt0118966,nm0775447
tt0118970,nm0163357
tt0118971,nm0000431
tt0118972,nm0001587
tt0118980,nm0000459
tt0118983,nm0007181
tt0118998,nm0858525
tt0119001,nm0382584
tt0119008,nm0001565
tt0119011,nm0504495
tt0119012,nm0944981
tt0119013,nm0007139
tt0119019,nm0852363
tt0119040,nm0710038
tt0119042,nm0012281
tt0119049,nm0325219
tt0119051,nm0848414
tt0119052,nm0295030
tt0119053,nm0001302
tt0119055,nm0082841
tt0119062,nm0000694
tt0119068,nm0156047
tt0119079,nm0276397
tt0119080,nm0501435
tt0119081,nm0027271
tt0119086,nm0104193
tt0119094,nm0000247
tt0119096,nm0677395
tt0119098,nm0769703
tt0119099,nm0387706
tt0119100,nm0703890
tt0119109,nm0718645
tt0119114,nm0262678
tt0119115,"nm0950000,nm0770961"
tt0119116,nm0000108
tt0119119,nm0143225
tt0119123,nm0258066
tt0119125,nm0629933
tt0119127,nm0001165
tt0119137,nm0562645
tt0119140,nm0689081
tt0119141,nm0855035
tt0119142,nm0818465
tt0119152,nm0683578
tt0119164,nm0146341
tt0119169,nm0682251
tt0119173,nm0000631
tt0119174,nm0000399
tt0119177,nm0629272
tt0119190,nm0918873
tt0119196,nm0000265
tt0119197,nm0585149
tt0119198,nm0338719
tt0119208,nm0229544
tt0119209,nm0671210
tt0119210,nm0835732
tt0119214,nm0128883
tt0119215,nm0005367
tt0119217,nm0001814
tt0119219,nm0423646
tt0119223,nm0190859
tt0119225,nm0193554
tt0119228,nm0448900
tt0119229,nm0000786
tt0119237,nm0005101
tt0119243,nm0196350
tt0119248,nm0654858
tt0119250,nm0001429
tt0119256,nm0000759
tt0119258,nm0259821
tt0119261,nm0325402
tt0119263,nm0158857
tt0119269,nm0182854
tt0119272,nm0481567
tt0119273,"nm0501341,nm0170402"
tt0119280,nm0006960
tt0119282,"nm0166256,nm0615780"
tt0119285,nm0223522
tt0119302,nm0897794
tt0119303,nm0331532
tt0119304,nm0661751
tt0119305,nm0350455
tt0119311,nm0004886
tt0119313,nm0001845
tt0119314,nm0000602
tt0119320,nm0238621
tt0119324,nm0914132
tt0119329,nm0575389
tt0119336,nm0237292
tt0119345,nm0318947
tt0119349,nm0000487
tt0119354,nm0316957
tt0119360,nm0000568
tt0119361,nm0001438
tt0119365,nm0000824
tt0119367,nm0676248
tt0119369,nm0744794
tt0119375,nm0804408
tt0119381,nm0640466
tt0119395,nm0001994
tt0119404,nm0950000
tt0119414,nm0937929
tt0119416,nm0706311
tt0119426,nm0670266
tt0119427,nm0438029
tt0119428,nm0223522
tt0119429,nm0905376
tt0119432,nm0664756
tt0119434,nm0302791
tt0119448,nm0226016
tt0119454,nm0488688
tt0119457,nm0006798
tt0119461,nm0070474
tt0119468,nm0001219
tt0119484,nm0630372
tt0119485,nm0000217
tt0119488,nm0000436
tt0119500,nm0206767
tt0119501,nm0523310
tt0119502,nm0443181
tt0119506,nm0241090
tt0119512,nm0469103
tt0119527,"nm0665322,nm0665321"
tt0119528,nm0001723
tt0119533,"nm0748589,nm0202363"
tt0119534,nm0243019
tt0119535,nm0000965
tt0119538,nm0857367
tt0119548,nm0070142
tt0119553,nm0894812
tt0119557,nm0445933
tt0119558,nm0001490
tt0119560,nm0122653
tt0119561,nm0365057
tt0119567,nm0000229
tt0119571,nm0715636
tt0119572,nm0936673
tt0119574,nm0477193
tt0119578,nm0544079
tt0119587,nm0220019
tt0119591,nm0293679
tt0119592,nm0002020
tt0119594,nm0000914
tt0119607,nm0765121
tt0119608,nm0342829
tt0119614,nm0851383
tt0119629,"nm0149631,nm1057779"
tt0119640,nm0818465
tt0119642,nm0089502
tt0119643,nm0000976
tt0119644,nm0049975
tt0119653,nm0165062
tt0119654,nm0001756
tt0119656,nm0804556
tt0119657,nm0000626
tt0119664,nm0141961
tt0119665,nm0767697
tt0119668,nm0000142
tt0119670,nm0155093
tt0119675,nm0868219
tt0119679,nm0765121
tt0119695,nm0711840
tt0119698,nm0594503
tt0119699,nm0500745
tt0119707,nm0502954
tt0119709,nm0389514
tt0119717,nm0000876
tt0119718,nm0867262
tt0119731,nm0514546
tt0119738,nm0389591
tt0119743,nm0006841
tt0119746,nm0294505
tt0119769,nm0544122
tt0119773,nm0284774
tt0119778,nm0026442
tt0119783,nm0001486
tt0119791,nm0097079
tt0119792,nm0000198
tt0119800,"nm0703745,nm0365800,nm0936358"
tt0119802,nm0001130
tt0119806,"nm0254213,nm0403290"
tt0119807,nm0644203
tt0119815,nm0000853
tt0119819,nm0792398
tt0119822,nm0000985
tt0119825,nm0082300
tt0119832,nm0001214
tt0119838,nm0381273
tt0119842,nm0611932
tt0119843,nm0000788
tt0119848,nm0004838
tt0119859,nm0000915
tt0119871,nm0131643
tt0119872,nm0004689
tt0119874,nm0001460
tt0119879,nm0407067
tt0119881,nm0056492
tt0119887,nm0589106
tt0119889,nm0000783
tt0119891,nm0152640
tt0119892,nm0134176
tt0119896,nm0139111
tt0119899,"nm0769405,nm0807749"
tt0119906,nm0933002
tt0119908,nm0903717
tt0119910,nm0175115
tt0119925,nm0000126
tt0119934,nm0001801
tt0119935,nm0005614
tt0119937,nm0416945
tt0119942,nm0001566
tt0119947,nm0382776
tt0119951,nm0858525
tt0119961,nm0318678
tt0119975,nm0308376
tt0119978,nm0000338
tt0119987,nm0001139
tt0119988,nm0779011
tt0119989,nm0459170
tt0119991,nm0639610
tt0119994,nm0000816
tt0120001,nm0533564
tt0120004,nm0001382
tt0120008,nm0298807
tt0120014,nm0819033
tt0120018,nm0001031
tt0120026,nm0935210
tt0120032,nm0592400
tt0120036,nm0005436
tt0120051,nm0821451
tt0120053,nm0637518
tt0120070,nm0031342
tt0120075,nm0359734
tt0120082,nm0000127
tt0120088,nm0825790
tt0120090,nm0035404
tt0120094,nm0622695
tt0120100,nm0003542
tt0120102,nm0000269
tt0120112,nm0001024
tt0120115,nm0864775
tt0120118,nm0742428
tt0120120,nm0605741
tt0120122,nm0777447
tt0120126,nm0225269
tt0120135,nm0001710
tt0120143,nm0541449
tt0120148,nm0398185
tt0120151,nm0760131
tt0120152,nm0000806
tt0120157,nm0027271
tt0120164,nm0156520
tt0120169,nm0863387
tt0120176,nm0000519
tt0120179,nm0000957
tt0120184,nm0001469
tt0120185,nm0818639
tt0120188,nm0751102
tt0120190,nm0192090
tt0120193,nm0101508
tt0120199,nm0002340
tt0120201,nm0000682
tt0120202,nm0000519
tt0120210,nm0802551
tt0120211,nm0732706
tt0120219,nm0001129
tt0120228,nm0003917
tt0120230,nm0382080
tt0120241,nm0640964
tt0120255,nm0000382
tt0120257,nm0452319
tt0120263,nm0027815
tt0120265,nm0452102
tt0120271,nm0358327
tt0120274,nm0767022
tt0120303,nm0272704
tt0120316,nm0637458
tt0120317,nm0818639
tt0120318,nm0005348
tt0120321,nm0264220
tt0120323,nm0602104
tt0120324,nm0000600
tt0120331,nm0004305
tt0120338,nm0000116
tt0120347,nm0006854
tt0120353,nm0002089
tt0120363,"nm0005124,nm0881279,nm0105169"
tt0120366,nm0005726
tt0120370,nm0638630
tt0120373,nm0528718
tt0120382,nm0001837
tt0120389,"nm0003941,nm0506619"
tt0120390,nm0125111
tt0120399,nm0000231
tt0120401,nm0721944
tt0120402,nm0638033
tt0120414,nm0002337
tt0120423,nm0427176
tt0120428,nm0138609
tt0120430,nm0138706
tt0120434,nm0450387
tt0120435,nm0744985
tt0120449,nm0957794
tt0120453,nm0539022
tt0120456,nm0698184
tt0120458,nm0116497
tt0120461,nm0413875
tt0120467,nm0424682
tt0120471,nm0319624
tt0120472,nm0311086
tt0120478,nm0182873
tt0120479,nm0950553
tt0120481,nm0002140
tt0120483,nm0000750
tt0120484,nm0178997
tt0120490,nm0935863
tt0120493,nm0485904
tt0120498,nm0006867
tt0120510,nm0796117
tt0120512,nm0213100
tt0120514,nm0317981
tt0120520,nm0812200
tt0120521,nm0000614
tt0120522,nm0878756
tt0120523,nm0661775
tt0120525,nm0027850
tt0120529,nm0002416
tt0120531,nm0902939
tt0120532,nm0013078
tt0120533,nm0000095
tt0120540,nm0592583
tt0120550,nm0004305
tt0120552,nm0622668
tt0120574,nm0304298
tt0120576,nm0354279
tt0120577,nm0160602
tt0120584,nm0859016
tt0120586,nm0443411
tt0120587,"nm0426333,nm0201509"
tt0120591,nm0000881
tt0120595,nm0004306
tt0120596,nm0802551
tt0120601,nm0005069
tt0120603,nm0001129
tt0120604,nm0048491
tt0120609,nm0939202
tt0120610,nm0393661
tt0120611,nm0635759
tt0120613,nm0001282
tt0120616,nm0814085
tt0120617,nm0165965
tt0120618,nm0748928
tt0120619,nm0546159
tt0120620,nm0438279
tt0120623,"nm0005124,nm0004056"
tt0120627,nm0343604
tt0120628,nm0473516
tt0120630,"nm0661910,nm0520485"
tt0120631,nm0855035
tt0120632,nm0797869
tt0120633,nm0001873
tt0120639,nm0759270
tt0120643,nm0640466
tt0120646,nm0343260
tt0120647,nm0001460
tt0120654,nm0756114
tt0120655,nm0003620
tt0120657,"nm0000341,nm0001532"
tt0120660,nm0001716
tt0120662,nm0254632
tt0120663,nm0000040
tt0120665,nm0729626
tt0120667,nm1103162
tt0120669,nm0000416
tt0120670,nm0005871
tt0120679,nm0853380
tt0120681,"nm0400436,nm0400441"
tt0120683,nm0001486
tt0120684,nm0174374
tt0120685,nm0000386
tt0120686,nm0001060
tt0120687,nm0325128
tt0120689,nm0001104
tt0120693,nm0205542
tt0120695,nm0675894
tt0120696,nm0004121
tt0120697,nm0721944
tt0120701,nm0378893
tt0120703,nm0838198
tt0120706,nm0000958
tt0120707,nm0791381
tt0120710,nm0001403
tt0120711,nm0892144
tt0120716,nm0440914
tt0120722,nm0481418
tt0120723,nm0254120
tt0120724,nm0007139
tt0120725,nm0390844
tt0120738,nm0394280
tt0120740,nm0934528
tt0120741,nm0000720
tt0120744,nm0908824
tt0120746,nm0132709
tt0120747,nm0358327
tt0120749,nm0000887
tt0120751,nm0881038
tt0120753,nm0000694
tt0120755,nm0000247
tt0120756,nm0734466
tt0120757,nm0798788
tt0120762,"nm0051643,nm0176905"
tt0120765,nm0499724
tt0120768,nm0336620
tt0120769,nm0000500
tt0120770,nm0287198
tt0120772,nm0405336
tt0120773,nm0222043
tt0120775,nm0393678
tt0120776,nm0002083
tt0120777,nm0740400
tt0120780,nm0001752
tt0120782,nm0772522
tt0120783,nm0583600
tt0120784,nm0001338
tt0120786,nm0005871
tt0120787,nm0001112
tt0120788,nm0892705
tt0120789,nm0002657
tt0120791,nm0001162
tt0120793,nm0945026
tt0120794,"nm0920425,nm9054338,nm0152312"
tt0120797,nm0001565
tt0120800,nm0238865
tt0120801,nm0743239
tt0120802,nm0320660
tt0120804,nm0027271
tt0120805,nm0253320
tt0120807,nm0215769
tt0120812,nm0711840
tt0120815,nm0000229
tt0120820,nm0790715
tt0120823,nm0001804
tt0120824,nm0002120
tt0120831,nm0420982
tt0120832,nm0000361
tt0120834,nm0382956
tt0120836,nm0689385
tt0120838,nm0202970
tt0120841,nm0575389
tt0120844,nm0000408
tt0120848,nm0348274
tt0120851,nm0915394
tt0120855,"nm0118333,nm0510674"
tt0120856,nm0770918
tt0120857,nm0001874
tt0120859,nm0214584
tt0120860,nm0818547
tt0120863,nm0000517
tt0120865,nm0703954
tt0120866,nm0853380
tt0120871,nm0312607
tt0120873,nm0000829
tt0120877,nm0000118
tt0120878,nm0006959
tt0120879,nm0001331
tt0120885,nm0001469
tt0120888,nm0178997
tt0120889,nm0911910
tt0120890,nm0573796
tt0120891,nm0001756
tt0120894,nm0502987
tt0120896,nm0394776
tt0120899,nm0399853
tt0120901,nm0698493
tt0120903,nm0001741
tt0120906,nm0440458
tt0120910,"nm0019282,nm0110293,nm0110294,nm0125186,nm0322368,nm0325196,nm0353893,nm0402563"
tt0120912,nm0001756
tt0120913,"nm0325776,nm0089940"
tt0120917,nm0227540
tt0121032,
tt0121043,"nm0768737,nm0837657,nm0361528,nm0869629,nm0536724,nm0090013,nm0042603"
tt0121152,"nm0556008,nm0000647"
tt0121186,"nm0247177,nm0247194"
tt0121207,nm0159439
tt0121262,"nm1343651,nm1343393,nm0777291"
tt0121266,nm0371080
tt0121269,nm0570991
tt0121387,nm0626134
tt0121506,nm0398849
tt0121664,nm0322560
tt0121747,nm0157769
tt0121804,nm0872442
tt0121822,nm0864775
tt0121969,nm0090109
tt0122023,nm0644309
tt0122055,nm0090109
tt0122097,nm0821151
tt0122113,"nm0098206,nm0925478"
tt0122136,nm0793881
tt0122151,nm0001149
tt0122161,nm0442893
tt0122194,nm0303254
tt0122323,nm0779830
tt0122417,nm0208506
tt0122459,nm0001372
tt0122513,nm0342118
tt0122515,nm0006476
tt0122524,"nm0236650,nm0389373,nm0096508,nm0258917,nm0092822,nm0506745,nm0583361,nm0525741"
tt0122529,nm0001325
tt0122541,nm0662529
tt0122555,nm0120189
tt0122642,nm0000853
tt0122690,nm0001239
tt0122714,nm0956050
tt0122718,nm0001102
tt0122728,nm0306879
tt0122743,nm0409007
tt0122804,nm0497022
tt0122864,nm0249892
tt0122903,"nm0265473,nm0160006"
tt0122904,nm0032540
tt0122933,nm0000601
tt0122939,nm0511107
tt0123024,
tt0123032,nm0761244
tt0123059,nm0659057
tt0123073,nm0332985
tt0123092,nm0586281
tt0123102,nm0007131
tt0123120,nm0469273
tt0123129,nm0593014
tt0123150,nm0949011
tt0123206,nm0444709
tt0123209,nm0005190
tt0123215,nm0935382
tt0123221,nm0921013
tt0123277,nm0199381
tt0123307,nm0764736
tt0123324,nm0622695
tt0123346,nm0314641
tt0123385,nm0580982
tt0123409,nm0507162
tt0123410,nm0257681
tt0123540,nm0506127
tt0123541,nm0257681
tt0123554,nm0249892
tt0123573,nm0100024
tt0123620,nm0417871
tt0123755,nm0622112
tt0123815,nm0565063
tt0123865,nm0188165
tt0123889,nm0836136
tt0123923,"nm0553303,nm0239725"
tt0123948,nm0475905
tt0123950,nm0343799
tt0123964,nm0001130
tt0123987,nm0902939
tt0124006,nm0781230
tt0124092,nm0507503
tt0124102,nm0682239
tt0124179,nm0864812
tt0124185,nm0012119
tt0124186,nm0618391
tt0124192,nm0377433
tt0124198,nm0000916
tt0124207,nm0161056
tt0124229,nm0677235
tt0124259,
tt0124287,nm0390870
tt0124295,nm0601619
tt0124298,nm0933505
tt0124315,nm0002120
tt0124337,
tt0124386,nm0849895
tt0124403,nm0516513
tt0124407,nm0256178
tt0124425,nm0803023
tt0124441,nm0258007
tt0124447,nm0258007
tt0124456,nm0068871
tt0124539,nm0685309
tt0124549,nm0648508
tt0124555,nm0923330
tt0124556,
tt0124559,nm0439051
tt0124595,nm0747849
tt0124611,nm0010799
tt0124618,nm0511107
tt0124641,nm0134536
tt0124673,nm0011897
tt0124686,nm0094217
tt0124707,nm0004372
tt0124714,nm0257681
tt0124718,nm0000490
tt0124729,nm0595618
tt0124743,nm0665494
tt0124755,nm0491508
tt0124770,nm0651900
tt0124819,nm0005295
tt0124879,nm0425756
tt0124910,nm0557345
tt0124926,nm0458107
tt0125022,nm0592400
tt0125128,nm0280396
tt0125144,nm0076075
tt0125174,nm0060828
tt0125190,nm0547771
tt0125209,nm0805935
tt0125224,nm0258007
tt0125249,nm0000776
tt0125250,nm0496928
tt0125270,nm0345273
tt0125279,nm0911075
tt0125317,nm0258007
tt0125373,nm0075520
tt0125374,"nm0035630,nm0824471"
tt0125412,"nm0373698,nm0672060"
tt0125430,nm0011467
tt0125439,nm0585011
tt0125459,"nm0004192,nm0723551"
tt0125530,nm0172293
tt0125534,"nm0050487,nm0115185"
tt0125542,nm0857034
tt0125543,"nm0100959,nm1182662"
tt0125548,nm0853380
tt0125551,
tt0125564,"nm0448682,nm0612348"
tt0125565,nm0756683
tt0125568,nm0338719
tt0125569,nm0796358
tt0125616,"nm0459791,nm0129574"
tt0125630,
tt0125659,nm0024622
tt0125664,nm0001232
tt0125672,nm0409741
tt0125678,nm0780789
tt0125680,nm0077820
tt0125711,nm0349426
tt0125764,nm0860920
tt0125827,
tt0125847,nm0134536
tt0125866,
tt0125879,nm0000808
tt0125950,nm0935375
tt0125971,nm0180912
tt0126007,nm0260368
tt0126100,nm0789054
tt0126196,nm0561922
tt0126220,nm0313623
tt0126240,nm0304091
tt0126249,nm0644977
tt0126261,nm0293533
tt0126264,nm0439074
tt0126301,nm0939275
tt0126321,nm0923675
tt0126367,nm0926458
tt0126388,nm0003423
tt0126414,nm0352927
tt0126423,nm0639932
tt0126490,nm0032540
tt0126528,nm0035630
tt0126551,nm0094217
tt0126604,nm0000691
tt0126627,nm0546006
tt0126651,nm0819702
tt0126680,nm0186610
tt0126734,nm0350168
tt0126810,nm0873266
tt0126816,nm0000247
tt0126817,nm0473614
tt0126821,nm0308687
tt0126839,nm0150802
tt0126859,nm0001214
tt0126871,nm0438029
tt0126875,nm0877783
tt0126876,nm0088881
tt0126881,nm0391750
tt0126886,nm0668247
tt0126916,nm0000600
tt0126938,nm0156017
tt0126943,nm0003971
tt0126965,nm0081514
tt0127013,nm0167082
tt0127021,nm0748906
tt0127073,nm0035630
tt0127099,nm0548214
tt0127107,nm0496928
tt0127110,
tt0127117,nm0496928
tt0127156,nm0001090
tt0127161,"nm0157778,nm0658234"
tt0127235,nm0010799
tt0127288,nm0002835
tt0127296,nm0000777
tt0127322,nm0563039
tt0127349,nm0330360
tt0127377,
tt0127378,nm0921464
tt0127484,nm0257681
tt0127497,"nm0504824,nm0253392"
tt0127536,nm0001408
tt0127552,nm0426358
tt0127569,"nm0715319,nm0772920,nm0004552,nm0483726,nm0874104,nm0637943,nm0434172,nm0295209,nm0851073"
tt0127624,nm0506597
tt0127629,nm0002726
tt0127640,nm0671060
tt0127665,nm0227460
tt0127667,nm0524784
tt0127719,nm0319241
tt0127722,nm0164187
tt0127723,"nm0438226,nm0253323"
tt0127758,nm0296501
tt0127783,nm0655230
tt0127797,nm0042527
tt0127805,"nm0934643,nm0648508"
tt0127917,nm0341716
tt0127919,nm0611683
tt0127939,nm0153699
tt0127952,nm0054960
tt0128133,nm0005917
tt0128137,nm0427880
tt0128154,nm0040252
tt0128170,nm0705655
tt0128234,nm0788191
tt0128239,nm0000277
tt0128246,nm0913764
tt0128252,nm0900154
tt0128257,nm0165095
tt0128278,nm0005509
tt0128290,
tt0128332,nm0218547
tt0128335,nm0233443
tt0128371,nm0814288
tt0128380,nm0669260
tt0128442,nm0001093
tt0128443,nm0568224
tt0128445,nm0027572
tt0128475,nm1145059
tt0128544,nm0417871
tt0128578,nm0496928
tt0128602,nm0599021
tt0128607,nm0662436
tt0128628,
tt0128629,
tt0128648,nm0027183
tt0128730,nm0042527
tt0128747,nm0032540
tt0128838,nm0783461
tt0128853,nm0001188
tt0128871,"nm0455595,nm2185894"
tt0128985,nm0097899
tt0128996,nm0410769
tt0129111,nm0538652
tt0129136,nm0162407
tt0129157,nm0852023
tt0129238,nm0782381
tt0129280,nm0918873
tt0129290,nm0001723
tt0129332,nm0000944
tt0129386,nm0863780
tt0129396,nm0122236
tt0129565,nm0447797
tt0129631,nm0607407
tt0129658,nm0791899
tt0129662,nm0387683
tt0129672,nm0625680
tt0129689,nm0335583
tt0129692,"nm0317487,nm0583287"
tt0129695,"nm0417054,nm0235852,nm0519558,nm0779830,nm0614276,nm0548533,nm0066548,nm0905718,nm0128883,nm0150707"
tt0129696,nm0705055
tt0129775,"nm5703030,nm0656860"
tt0129884,nm0567126
tt0129908,nm0156047
tt0130018,nm0134176
tt0130074,
tt0130118,
tt0130121,nm0538614
tt0130172,nm0573732
tt0130184,nm0151492
tt0130188,nm0451576
tt0130192,nm0089502
tt0130208,nm0413465
tt0130214,nm0330730
tt0130267,nm0620644
tt0130297,nm0311020
tt0130298,"nm0840443,nm0375155"
tt0130508,nm0002337
tt0130519,nm0175126
tt0130529,nm0507503
tt0130586,nm0175126
tt0130617,nm0229235
tt0130623,"nm0957798,nm0500343"
tt0130761,nm0568224
tt0130793,nm0551187
tt0130827,nm0878756
tt0130834,nm0938630
tt0130860,nm0678154
tt0131046,nm0705675
tt0131107,nm0264120
tt0131260,nm0084646
tt0131281,nm0547771
tt0131295,nm0547771
tt0131325,nm0000568
tt0131349,nm0006685
tt0131436,nm0552786
tt0131474,nm0346436
tt0131502,nm0584297
tt0131510,nm0139539
tt0131566,nm0213139
tt0131613,"nm1277993,nm0522436,nm0835807,nm1065514,nm0517111,nm0205621"
tt0131620,nm0532530
tt0131646,nm0730932
tt0131668,nm0520440
tt0131674,"nm0373190,nm0471560,nm0344893,nm0638679,nm0716343"
tt0131687,"nm0090141,nm0369949,nm0389712,nm0805059"
tt0131702,nm0938282
tt0131857,nm0001878
tt0131870,nm0094217
tt0131897,
tt0131905,nm0584489
tt0131934,nm0617588
tt0132064,nm0102749
tt0132165,nm0387780
tt0132192,
tt0132245,nm0001317
tt0132251,nm0617588
tt0132347,nm0882330
tt0132396,nm0468326
tt0132451,nm0213983
tt0132453,nm0763496
tt0132477,nm0002653
tt0132512,nm0005563
tt0132563,nm0776209
tt0132628,nm0211108
tt0132678,nm0226016
tt0132887,"nm0507162,nm0507254"
tt0132888,"nm0342489,nm0370047"
tt0132910,nm0620576
tt0132914,nm0809090
tt0132920,nm0473488
tt0132927,nm0721779
tt0132965,nm0685923
tt0133014,nm0645350
tt0133024,nm0409791
tt0133046,nm0932078
tt0133059,nm0530865
tt0133093,"nm0905152,nm0905154"
tt0133122,nm0001206
tt0133152,nm0000318
tt0133240,"nm0166256,nm0615780"
tt0133256,
tt0133285,nm0504980
tt0133295,"nm1444468,nm0756903"
tt0133314,nm0073322
tt0133324,nm0115513
tt0133412,nm0054954
tt0133413,nm0002194
tt0133426,nm2702890
tt0133503,nm0127660
tt0133521,
tt0133536,nm0185955
tt0133586,nm0903737
tt0133643,nm0642031
tt0133751,nm0001675
tt0133848,nm0633394
tt0133949,nm0321973
tt0133952,nm0001880
tt0133985,nm0380705
tt0134062,
tt0134067,"nm0468335,nm0899329"
tt0134084,nm0000127
tt0134119,nm0005237
tt0134149,nm0537069
tt0134154,nm0000487
tt0134195,nm0628149
tt0134246,nm0650233
tt0134263,nm0724724
tt0134273,nm0001708
tt0134292,nm0592991
tt0134323,
tt0134528,
tt0134570,nm0258007
tt0134613,nm0026339
tt0134619,nm0638354
tt0134630,nm0001591
tt0134664,nm0482681
tt0134673,nm0289245
tt0134681,
tt0134771,nm0462030
tt0134806,nm0655230
tt0134847,nm0878638
tt0134888,nm0000465
tt0134928,nm0407332
tt0134934,nm0655230
tt0134983,nm0001353
tt0135000,
tt0135024,nm0106924
tt0135104,"nm0326450,nm3089383,nm1088172,nm0271402,nm0668849"
tt0135192,nm0211487
tt0135375,nm0258007
tt0135526,nm0364963
tt0135619,nm0313745
tt0135659,nm0062644
tt0135695,nm0066842
tt0135697,nm0584778
tt0135706,nm0410139
tt0135707,nm0791140
tt0135708,nm0799907
tt0135771,nm0136025
tt0135816,nm0484366
tt0136013,nm0827555
tt0136024,nm0743889
tt0136025,
tt0136153,nm1375981
tt0136242,nm0477035
tt0136352,nm0004363
tt0136362,nm0057003
tt0136397,nm0138722
tt0136578,nm0915270
tt0136646,nm0166625
tt0136690,nm0786987
tt0136728,nm0824471
tt0136732,nm0909196
tt0136759,"nm0824471,nm0035630"
tt0136864,nm3791285
tt0136865,nm0823189
tt0136981,nm0874997
tt0137021,nm0198128
tt0137036,"nm0255783,nm0863082,nm0426863"
tt0137087,nm0345026
tt0137099,nm0070661
tt0137100,nm0576559
tt0137146,nm0010012
tt0137180,"nm0172181,nm0294583"
tt0137279,nm0299563
tt0137290,nm0887055
tt0137311,nm0396860
tt0137334,"nm0006996,nm0265954,nm0927042"
tt0137338,nm0305405
tt0137363,nm0671210
tt0137382,nm0148116
tt0137386,nm0641373
tt0137437,nm0459567
tt0137494,nm0000750
tt0137523,nm0000399
tt0137530,nm0000465
tt0137541,nm0134536
tt0137571,nm0042527
tt0137703,nm0217693
tt0137799,nm0397565
tt0137813,nm0959774
tt0137827,nm0441325
tt0137874,nm0457883
tt0137922,nm0477515
tt0137927,nm0091636
tt0137997,nm0001241
tt0138061,nm0122745
tt0138068,nm0657484
tt0138078,nm0259032
tt0138097,nm0006960
tt0138195,
tt0138303,
tt0138304,nm0712444
tt0138326,nm0142286
tt0138357,nm0569469
tt0138359,nm0250410
tt0138412,nm0006703
tt0138414,nm0604284
tt0138438,
tt0138467,nm0434864
tt0138475,"nm0511107,nm0722551"
tt0138487,nm0463727
tt0138493,nm0515234
tt0138510,nm0281869
tt0138517,nm0954912
tt0138524,"nm0001054,nm0001053"
tt0138537,nm0008917
tt0138563,nm0112374
tt0138573,nm0194492
tt0138581,nm0444571
tt0138590,nm0728048
tt0138606,nm0395372
tt0138647,nm0327789
tt0138669,nm0655230
tt0138703,nm0181741
tt0138739,"nm0362395,nm0724047"
tt0138749,"nm0666802,nm0005076,nm0074426"
tt0138787,nm0501135
tt0138797,"nm0384862,nm0384863"
tt0138818,nm0337806
tt0138862,nm0626409
tt0138885,nm0542943
tt0138919,"nm1988172,nm0949021,nm1834193,nm2010690,nm0913860,nm0015085,nm0442828"
tt0138927,nm0075727
tt0138946,nm0336695
tt0138966,"nm0781477,nm0492722,nm0792120"
tt0138967,"nm0459602,nm0832309,nm0918465,nm0396317"
tt0139030,nm0414733
tt0139053,nm0485637
tt0139094,nm0003745
tt0139134,nm0474955
tt0139151,nm0000814
tt0139216,nm0745049
tt0139239,nm0510731
tt0139337,nm0496928
tt0139362,nm0158966
tt0139376,nm0376835
tt0139385,nm0338496
tt0139388,nm0270090
tt0139414,nm0591171
tt0139462,nm0001502
tt0139465,nm0681699
tt0139487,nm0692415
tt0139499,nm0936803
tt0139515,nm0084028
tt0139521,
tt0139564,nm0654830
tt0139581,nm0080191
tt0139615,nm0505660
tt0139654,nm0298807
tt0139668,nm0000142
tt0139681,nm0002194
tt0139699,nm0005367
tt0139738,nm0374658
tt0139759,"nm0057028,nm0848222"
tt0139774,"nm0440391,nm0645572"
tt0139809,nm0750857
tt0139874,nm0238621
tt0139935,"nm0169871,nm0036048"
tt0140276,nm0530969
tt0140282,nm0455394
tt0140340,nm0193303
tt0140347,nm0770522
tt0140352,nm0000520
tt0140376,nm0691294
tt0140379,nm0001355
tt0140384,nm0557945
tt0140397,nm0001410
tt0140447,nm0578757
tt0140519,nm0533145
tt0140587,nm0227822
tt0140594,nm0258066
tt0140600,nm0548533
