titleId,titleType,originalTitle,,runtimeMinutes,genres,averageRating
tt0132914,movie,David Searching,,101,"Drama,Romance",7.6
tt0055892,movie,David and Lisa,,95,Drama,7.2
tt0077402,movie,Dawn of the Dead,,127,"Horror,Thriller",7.2
tt0077402,movie,Dawn of the Dead,,127,"Horror,Thriller",8.4
tt0363547,movie,Dawn of the Dead,,101,"Action,Horror",8.4
tt0363547,movie,Dawn of the Dead,,101,"Action,Horror",7
tt0070460,movie,La nuit amÃ©ricaine,,116,"Comedy,Drama,Romance",7
tt0075913,movie,Day of the Animals,,97,"Horror,Sci-Fi,Thriller",3.8
tt0088993,movie,Day of the Dead,,101,"Horror,Thriller",3.8
tt0021786,movie,Daybreak,,85,Drama,8.4
tt0039304,movie,Daybreak,,81,Drama,8.4
tt0128154,movie,Daybreak,,87,"Crime,Mystery,Thriller",7.9
tt0219640,movie,Daybreak,,94,"Action,Adventure,Drama",7.9
tt0330200,movie,Daybreak,,90,Drama,7.7
tt0347457,movie,Om jag vÃ¤nder mig om,,110,Drama,7.7
tt0400888,movie,Tianming,,116,Drama,8.1
tt1196140,movie,Daybreak,,75,Romance,8.1
tt1695352,tvSeries,Daybreak,,150,"News,Talk-Show",6.6
tt7060750,movie,Daybreak,,85,Drama,6
tt8755226,tvSeries,Daybreak,,60,"Action,Adventure,Comedy",6.3
tt0116040,movie,Daylight,,114,"Action,Adventure,Drama",6.3
tt1254978,movie,Daylight,,75,"Crime,Horror,Thriller",6.3
tt2359002,movie,Daglicht,,114,"Drama,Mystery,Thriller",6.3
tt2362036,movie,Daylight,,97,"Horror,Mystery,Thriller",7
tt0282526,movie,Giorni,,83,Drama,7
tt1123374,movie,Days,,98,Drama,7
tt11697820,movie,Rizi,,127,Drama,7
tt5897818,tvSeries,Days,,24,"Animation,Drama,Sport",6.8
tt0101258,movie,Ah Fei jing juen,,100,"Crime,Drama,Romance",6.8
tt0077405,movie,Days of Heaven,,94,"Drama,Romance",6.8
tt0099371,movie,Days of Thunder,,107,"Action,Drama,Sport",6.8
tt0055895,movie,Days of Wine and Roses,,117,Drama,5.4
tt0106677,movie,Dazed and Confused,,102,Comedy,5.4
tt0064212,movie,De Sade,,113,"Biography,Drama,History",5.4
tt0352277,movie,De-Lovely,,125,"Biography,Drama,Music",5.4
tt0284045,movie,Dead Above Ground,,90,"Crime,Horror",5.1
tt0101669,movie,Dead Again,,107,"Crime,Drama,Mystery",5.1
tt4928412,movie,Dedeu eogein,,92,"Mystery,Romance,Thriller",5.1
tt8077310,movie,Dead Again,,75,"Action,Comedy,Horror",5.1
tt0103873,movie,Braindead,,104,"Comedy,Fantasy,Horror",8.8
tt0254252,movie,Dead Awake,,100,"Action,Thriller",8.8
tt1501652,movie,Dead Awake,,93,"Fantasy,Mystery,Romance",8.8
tt3778010,movie,Dead Awake,,99,"Drama,Horror,Mystery",8.8
tt0097166,movie,Dead Bang,,102,"Action,Crime,Drama",8.2
tt0059091,movie,Dead Birds,,85,Documentary,8.2
tt0377749,movie,Dead Birds,,91,"Horror,Thriller,Western",8.2
tt0097162,movie,Dead Calm,,96,"Horror,Thriller",8.2
tt0111467,movie,Dead Can Dance: Toward the Within,,77,"Documentary,Music",6.5
tt0433969,movie,Dead Doll,,78,"Comedy,Horror",6.5
tt0028773,movie,Dead End,,93,"Crime,Drama,Film-Noir",6.5
tt0028773,movie,Dead End,,93,"Crime,Drama,Film-Noir",6.5
tt0064213,movie,Si jiao,,105,"Action,Drama",6.7
tt0064213,movie,Si jiao,,105,"Action,Drama",6.7
tt0078893,movie,Bon Bast,,95,Drama,6.7
tt0078893,movie,Bon Bast,,95,Drama,6.7
tt0131260,movie,Dead End,,88,"Comedy,Horror,Thriller",5.6
tt0131260,movie,Dead End,,88,"Comedy,Horror,Thriller",5.6
tt0157515,movie,Dead End,,93,"Action,Drama,Thriller",5.6
tt0157515,movie,Dead End,,93,"Action,Drama,Thriller",5.6
tt0176646,movie,Dead End,,95,"Crime,Drama,Thriller",8.3
tt0176646,movie,Dead End,,95,"Crime,Drama,Thriller",8.3
tt0209367,movie,Strada senza uscita,,91,,8.3
tt0209367,movie,Strada senza uscita,,91,,8.3
tt0308152,movie,Dead End,,85,"Adventure,Horror,Mystery",6.6
tt0308152,movie,Dead End,,85,"Adventure,Horror,Mystery",6.6
tt0377750,movie,Dead End,,80,"Crime,Drama",6.6
tt0377750,movie,Dead End,,80,"Crime,Drama",6.6
tt0433901,movie,Bonbast,,115,"Adventure,Crime",8.1
tt0433901,movie,Bonbast,,115,"Adventure,Crime",8.1
tt0833438,movie,Dead End,,90,Drama,8.1
tt0833438,movie,Dead End,,90,Drama,8.1
tt10022234,tvSeries,Dead End,,5,"Animation,Comedy,Sci-Fi",8.7
tt10022234,tvSeries,Dead End,,5,"Animation,Comedy,Sci-Fi",8.7
tt1082820,movie,Dead End,,92,Comedy,8.7
tt1082820,movie,Dead End,,92,Comedy,8.7
tt1723108,movie,Dead End,,90,"Horror,Thriller",6.4
tt1723108,movie,Dead End,,90,"Horror,Thriller",6.4
tt1956469,movie,Dead End,,105,,6.4
tt1956469,movie,Dead End,,105,,6.4
tt2093980,movie,Dead End,,95,Drama,7.5
tt2093980,movie,Dead End,,95,Drama,7.5
tt3521148,movie,Dead End,,95,"Horror,Thriller",7.5
tt3521148,movie,Dead End,,95,"Horror,Thriller",7.5
tt4475130,movie,Dead End,,59,"Music,Mystery,Thriller",6.7
tt4475130,movie,Dead End,,59,"Music,Mystery,Thriller",6.7
tt8431432,tvSeries,Dead End,,45,"Comedy,Crime,Drama",6.7
tt8431432,tvSeries,Dead End,,45,"Comedy,Crime,Drama",6.7
tt9139660,movie,Punto Muerto,,77,"Crime,Mystery",7
tt9139660,movie,Punto Muerto,,77,"Crime,Mystery",7
tt0094961,movie,Dead Heat,,86,"Action,Comedy,Horror",7
tt0094961,movie,Dead Heat,,86,"Action,Comedy,Horror",7
tt0277744,movie,Dead Heat,,94,"Action,Comedy,Crime",5.2
tt0277744,movie,Dead Heat,,94,"Action,Comedy,Crime",5.2
tt0060287,movie,Dead Heat on a Merry-Go-Round,,104,"Comedy,Crime,Drama",5.2
tt0308153,movie,Dead Leaves,,80,"Drama,Horror",5.2
tt0439533,movie,Deddo ribusu,,55,"Action,Adventure,Animation",8.4
tt0112817,movie,Dead Man,,121,"Adventure,Drama,Fantasy",8.4
tt0092841,movie,Dead Man Walking,,90,"Action,Sci-Fi",8.4
tt0112818,movie,Dead Man Walking,,122,"Crime,Drama",8.4
tt0907886,movie,Povratak mrtvog covjeka,,85,Documentary,7.2
tt0118301,movie,Dead Man on Campus,,96,Comedy,7.2
tt0369359,movie,Dead Meat,,80,"Action,Comedy,Horror",7.2
tt0083798,movie,Dead Men Don't Wear Plaid,,88,"Comedy,Crime,Mystery",7.2
tt0097165,movie,Dead Poets Society,,128,"Comedy,Drama",7.2
tt0112819,movie,Dead Presidents,,119,"Action,Crime,Drama",7.2
tt0039305,movie,Dead Reckoning,,100,"Crime,Drama,Film-Noir",7.2
tt4194558,movie,Dead Reckoning,,91,"Action,Thriller",7.2
tt0057997,movie,Dead Ringer,,116,"Crime,Drama,Thriller",8.5
tt0101673,movie,Dead Ringer,,101,"Comedy,Music,Musical",8.5
tt6864090,movie,Dead Ringer,,96,Action,8.5
tt0094964,movie,Dead Ringers,,116,"Drama,Horror,Thriller",8.5
tt0313056,tvSeries,Dead Ringers,,30,Comedy,7.3
tt1707349,movie,Dead Sexy,,80,Comedy,7.3
tt5224356,movie,Dead Sexy,,83,Comedy,7.3
tt0163598,movie,Dead Silence,,95,Comedy,7.3
tt0163598,movie,Dead Silence,,95,Comedy,6.6
tt0455760,movie,Dead Silence,,89,"Crime,Horror,Mystery",6.6
tt0455760,movie,Dead Silence,,89,"Crime,Horror,Mystery",6.6
tt6278694,movie,Dead Silence,,62,Horror,6.6
tt6278694,movie,Dead Silence,,62,Horror,8.3
tt0109942,movie,Grosse fatigue,,92,Comedy,8.3
tt0235333,movie,Dead in the Water,,90,"Crime,Thriller",8.3
tt13081358,movie,Dead in the Water,,92,Thriller,8.3
tt0092842,movie,Dead of Winter,,100,"Drama,Horror,Thriller",4.8
tt2728984,movie,Dead of Winter,,91,Thriller,4.8
tt9632280,tvSeries,Dead of Winter,,43,"Crime,Documentary",4.8
tt0036750,movie,Dead or Alive,,56,"Action,Music,Western",4.8
tt0221111,movie,Dead or Alive: Hanzaisha,,105,"Action,Comedy,Crime",5
tt0099377,movie,Deadbeat at Dawn,,80,"Action,Crime,Horror",5
tt0040278,movie,Deadline,,57,Western,5
tt0052459,tvSeries,Deadline,,30,Drama,5
tt0065619,movie,Deadline,,108,"Drama,Thriller",6.8
tt0082244,movie,Deadline,,90,"Drama,Horror,Thriller",6.8
tt0211531,movie,Murder on Line One,,106,Thriller,6.8
tt0247086,tvSeries,Deadline,,60,Drama,6.8
tt0352049,tvSeries,Deadline,,50,"Documentary,News",7.9
tt0390190,movie,Deadline,,90,Documentary,7.9
tt0417594,movie,Dead Line,,53,"Comedy,Crime,Drama",7.9
tt0429287,movie,Deadline,,45,Crime,7.9
tt1003227,tvSeries,Deadline,,46,Reality-TV,7.5
tt1172303,tvSeries,Deadline,,55,"Action,Thriller",7.5
tt1242618,movie,Deadline,,85,"Drama,Horror,Thriller",7.5
tt1430811,movie,Deadline,,95,"Drama,Mystery,Thriller",7.5
tt2106383,movie,Deadline,,83,"Mystery,Thriller",3
tt2623734,movie,Deadline,,95,"Comedy,Romance",3
tt9450450,movie,Deadline,,78,Documentary,3
tt0175555,movie,Deal of a Lifetime,,94,"Comedy,Fantasy,Romance",3
tt0377752,movie,Dear Frankie,,105,"Drama,Romance",8.3
tt0116059,movie,Dear God,,112,Comedy,8.3
tt0104070,movie,Death Becomes Her,,104,"Comedy,Fantasy,Horror",8.3
tt0092854,movie,Death Before Dishonor,,91,"Action,Drama",8.3
tt0079035,movie,He xing dao shou tang lang tui,,86,"Action,Drama",7.9
tt0082247,movie,Death Hunt,,97,"Action,Adventure,Crime",7.9
tt0109575,movie,Death Machine,,99,"Action,Horror,Sci-Fi",7.9
tt0087126,movie,Death Mask,,103,"Crime,Drama",7.9
tt0167107,movie,Death Mask,,87,Horror,7.7
tt0072856,movie,Death Race 2000,,80,"Action,Comedy,Sci-Fi",9.3
tt0064208,movie,Da uomo a uomo,,120,Western,7.4
tt0099385,movie,Death Warrant,,89,"Action,Crime,Mystery",7.8
tt0071402,movie,Death Wish,,93,"Action,Crime,Drama",7.4
tt1137450,movie,Death Wish,,107,"Action,Crime,Drama",7.1
tt0089003,movie,Death Wish 3,,92,"Action,Crime,Drama",6.7
tt0092857,movie,Death Wish 4: The Crackdown,,99,"Action,Crime,Drama",5.2
tt0109579,movie,Death and the Maiden,,103,"Drama,Mystery,Thriller",7.5
tt0412631,movie,Death in Gaza,,80,Documentary,2.3
tt0067445,movie,Morte a Venezia,,130,"Drama,Romance",6.9
tt0361498,movie,Death of a Dynasty,,92,"Comedy,Musical",5.3
tt0043458,movie,Death of a Salesman,,115,Drama,7.9
tt0077413,movie,Death on the Nile,,140,"Crime,Drama,Mystery",8.5
tt0266452,movie,Death to Smoochy,,109,"Comedy,Crime,Drama",7.6
tt0068457,movie,Dead of Night,,88,"Drama,Horror,Thriller",8.3
tt0077414,movie,Deathsport,,82,"Action,Drama,Sci-Fi",7.5
tt0087127,movie,Deathstalker,,80,"Action,Adventure,Fantasy",7.8
tt0083806,movie,Deathtrap,,116,"Comedy,Crime,Mystery",6.6
tt0060293,movie,Deathwatch,,88,Drama,6.2
tt0286306,movie,Deathwatch,,94,"Drama,Horror,Thriller",8.3
tt0101694,movie,Deceived,,104,"Crime,Drama,Mystery",5.3
tt0101694,movie,Deceived,,104,"Crime,Drama,Mystery",6.3
tt2413014,movie,Deceived,,92,"Horror,Thriller",6.7
tt2413014,movie,Deceived,,92,"Horror,Thriller",7.9
tt0119527,movie,Deceiver,,106,"Crime,Drama,Mystery",6.3
tt0010962,movie,Anna Boleyn,,100,"Biography,Drama,Romance",7.6
tt0022750,movie,Deception,,65,Drama,7.7
tt0038461,movie,Deception,,115,"Crime,Drama,Film-Noir",7.1
tt0107999,movie,Ruby Cairo,,110,"Mystery,Thriller",5.7
tt0251046,movie,Deception,,92,Thriller,6.3
tt0331464,movie,Deception,,91,Thriller,2.8
tt0800240,movie,Deception,,107,"Crime,Drama,Mystery",5.5
tt1347323,movie,Deception,,58,Drama,7.9
tt13613056,movie,Tromperie,,105,Drama,3.6
tt2245029,tvSeries,Deception,,60,"Crime,Drama,Mystery",5.7
tt6461812,tvSeries,Deception,,41,"Crime,Drama,Mystery",6.7
tt0118954,movie,Deconstructing Harry,,96,Comedy,9.2
tt0357585,movie,Decoys,,95,"Horror,Sci-Fi",7
tt0149261,movie,Deep Blue Sea,,105,"Action,Adventure,Sci-Fi",8.1
tt0101697,movie,Deep Blues,,91,"Documentary,Music",7.5
tt0104073,movie,Deep Cover,,107,"Action,Crime,Thriller",6.3
tt0116064,movie,Deep Cover,,108,"Action,Adventure",6.5
tt10240656,movie,Deep Evil,,107,Horror,7.2
tt0120647,movie,Deep Impact,,120,"Action,Drama,Sci-Fi",7.2
tt0118956,movie,Deep Rising,,106,"Action,Adventure,Horror",6.8
tt0082309,movie,Eaux profondes,,94,"Crime,Drama",7
tt0460766,movie,Deep Water,,93,"Documentary,History,Sport",3.7
tt0236638,movie,Promenons-nous dans les bois,,90,"Horror,Thriller",7.4
tt1695990,movie,Au fond des bois,,102,Drama,7.6
tt0097179,movie,DeepStar Six,,99,"Action,Horror,Sci-Fi",7.7
tt0218141,movie,Deeply,,101,"Drama,Fantasy,Mystery",7.6
tt0072860,movie,Deewaar,,174,"Action,Crime,Drama",9.2
tt0072860,movie,Deewaar,,174,"Action,Crime,Drama",7.1
tt0126871,movie,Deewana,,185,"Action,Comedy,Crime",5.8
tt2753628,movie,Deewana,,156,Romance,7.4
tt0118957,movie,Deewana Mastana,,140,"Comedy,Romance",6.4
tt0255097,movie,Deewane,,164,"Action,Romance",7.5
tt0099395,movie,Def by Temptation,,95,Horror,7
tt0101698,movie,Defending Your Life,,112,"Comedy,Drama,Fantasy",8.1
tt0089009,movie,Defence of the Realm,,96,Thriller,6.6
tt0156460,movie,Defying Gravity,,92,"Drama,Romance,Sport",8.3
tt1204031,movie,Defying Gravity,,90,"Comedy,Drama",8.2
tt1319690,tvSeries,Defying Gravity,,60,"Drama,Sci-Fi",8.4
tt0453467,movie,Deja Vu,,126,"Action,Crime,Sci-Fi",7.3
tt0910579,movie,"Yuan, miao bu ke yan",,90,"Drama,Romance",8.6
tt7246052,movie,Dejabyu,,87,"Drama,Horror,Mystery",9.4
tt0101701,movie,Delirious,,96,"Comedy,Fantasy",7.2
tt0412637,movie,Delirious,,107,"Comedy,Drama,Romance",7
tt0010061,movie,Deliverance,,85,"Biography,Drama",7.6
tt0068473,movie,Deliverance,,109,"Adventure,Drama,Thriller",5.9
tt2850888,movie,Deliverance,,64,Drama,8.4
tt0176650,movie,Delta Force One: The Lost Patrol,,93,Action,4.1
tt0109593,movie,Delta of Venus,,102,Drama,5.3
tt0046899,movie,Demetrius and the Gladiators,,101,"Action,Drama,History",8.2
tt0106697,movie,Demolition Man,,115,"Action,Sci-Fi,Thriller",6.9
tt0075931,movie,Demon Seed,,94,"Horror,Sci-Fi",8.7
tt0422081,movie,Kairaku Satsujin Chousakan Kouji,,120,"Adult,Animation,Fantasy",5.2
tt0284034,movie,Demonlover,,129,"Drama,Mystery,Thriller",6.6
tt0089013,movie,DÃ¨moni,,88,Horror,5.8
tt0165473,movie,Shura,,134,"Drama,Horror",7.8
tt0278617,movie,Pangarap ng puso,,100,"Drama,Horror,Romance",6.7
tt2225324,movie,Deemonid,,118,Drama,8.9
tt3629024,movie,Demons,,95,"Horror,Mystery",6.6
tt6175486,movie,Demons,,105,Horror,7
tt8452036,movie,Demons,,84,"Comedy,Horror",8.5
tt0090930,movie,DÃ¨moni 2... l'incubo ritorna,,92,Horror,8.2
tt0431721,movie,Denied,,96,"Drama,Romance",6.2
tt1013557,movie,Denied,,65,"Drama,Mystery,Thriller",7.8
tt0052461,tvSeries,Dennis the Menace,,30,"Comedy,Family",9.6
tt0106701,movie,Dennis the Menace,,94,"Comedy,Family",6.9
tt0166910,tvSeries,Dennis the Menace,,30,"Animation,Comedy,Family",7
tt0470645,tvSeries,Dennis the Menace,,22,"Animation,Comedy,Family",6.1
tt0094590,movie,Depeche Mode: 101,,117,"Documentary,Music",7.7
tt0034435,movie,Afsporet,,102,"Crime,Drama,Music",8.2
tt0298296,movie,Derailed,,89,"Action,Thriller",7.4
tt0398017,movie,Derailed,,108,"Crime,Drama,Thriller",6.8
tt6173644,movie,Doo namja,,107,"Action,Crime",6.6
tt0303326,movie,Derrida,,84,Documentary,7.2
tt0071411,movie,Dersu Uzala,,142,"Adventure,Biography,Drama",7.4
tt0411281,movie,Dersu Uzala,,86,Adventure,4.8
tt0377290,tvSeries,Yami no matsuei,,25,"Animation,Comedy,Drama",5.9
tt0463027,movie,Descent,,104,"Drama,Thriller",5.6
tt12386330,movie,Descent,,60,"Adventure,Biography,Documentary",5.8
tt0273169,movie,Desecration,,88,"Drama,Horror",5.8
tt6454764,movie,Desecration,,90,Thriller,6.5
tt0090934,movie,Desert Bloom,,105,"Drama,Family,Romance",7
tt0126261,movie,Desert Blue,,90,Drama,9.2
tt0089015,movie,Desert Hearts,,91,"Drama,Romance",7.1
tt1436013,movie,Desert Heat,,80,Drama,7.5
tt0167116,movie,Desert Saints,,88,"Action,Romance,Thriller",7.4
tt0164016,movie,Desert Thunder,,90,"Action,Drama",8.7
tt0050306,movie,Designing Woman,,118,"Comedy,Romance",8.3
tt0050307,movie,Desk Set,,103,"Comedy,Romance",7.5
tt0099409,movie,Desperate Hours,,105,"Action,Crime,Drama",8.2
tt6762986,tvSeries,Desperate Hours,,26,Reality-TV,8
tt0075936,movie,Desperate Living,,90,"Comedy,Crime,Fantasy",7.2
tt0118966,movie,Desperate Measures,,100,"Action,Crime,Drama",8.5
tt1733121,movie,Desperate Measures,,90,Thriller,5.2
tt0089017,movie,Desperately Seeking Susan,,104,"Comedy,Drama",5.7
tt0042393,movie,Destination Moon,,92,"Adventure,Drama,Sci-Fi",5.6
tt0035799,movie,Destination Tokyo,,135,"Adventure,History,War",8.1
tt0012494,movie,Der mÃ¼de Tod,,97,"Drama,Fantasy,Horror",8.6
tt0036757,movie,Destiny,,65,"Crime,Drama,Fantasy",7.6
tt0118917,movie,Dakan,,87,Drama,7.9
tt0119629,movie,Al-massir,,135,"Comedy,Drama,History",7.1
tt0232770,movie,Taqdeer,,113,Drama,7.6
tt0319571,movie,Inyeon,,102,,7.8
tt0875595,movie,Kader,,103,Drama,8.1
tt1129444,movie,Destino,,120,Romance,8.2
tt2753526,tvSeries,Destiny,,26,Sci-Fi,5.7
tt3523348,movie,Destiny,,105,"Drama,Music,Romance",7.1
tt9337636,tvSeries,Maktoub,,50,"Crime,Drama,Romance",6.6
tt0063172,movie,KaijÃ» sÃ´shingeki,,89,"Action,Adventure,Sci-Fi",5.3
tt0022810,movie,Destry Rides Again,,61,"Romance,Western",3.7
tt0031225,movie,Destry Rides Again,,95,"Comedy,Western",7.1
tt0043465,movie,Detective Story,,103,"Crime,Drama,Film-Noir",7.1
tt0217080,movie,Tantei monogatari,,111,"Crime,Drama,Mystery",6.3
tt1114757,movie,Tantei monogatari,,99,"Comedy,Crime,Drama",6.6
tt1873802,tvSeries,Detective Story,,30,Action,3.6
tt0134613,movie,Detention,,86,Drama,7.6
tt0218759,tvSeries,Detention,,30,"Animation,Comedy,Family",6.6
tt0221910,movie,Detention,,83,Drama,7
tt0321997,movie,Detention,,98,"Action,Drama,Thriller",5.6
tt0990363,movie,Detention,,81,"Horror,Thriller",6.8
tt10805432,movie,Fanxiao,,102,"Horror,Mystery,Thriller",6.9
tt13175760,tvSeries,Detention,,50,"Drama,Horror,Mystery",6.6
tt1701990,movie,Detention,,95,"Adventure,Comedy,Fantasy",7.8
tt7738704,movie,Detention,,80,Horror,8
tt0158583,movie,Deterrence,,104,"Drama,Thriller",7.6
tt0104092,movie,Detonator,,66,"Comedy,Sci-Fi",9.4
tt0118970,movie,Detonator,,84,Action,8.5
tt0312617,movie,Detonator,,92,"Action,Drama,Thriller",8.4
tt2004205,movie,Detonator,,95,"Comedy,Drama,Music",8.8
tt0037638,movie,Detour,,68,"Crime,Drama,Film-Noir",7.9
tt0104093,movie,Detour,,91,"Crime,Drama,Mystery",8.3
tt0166894,movie,Otklonenie,,78,"Drama,Romance",8.2
tt0377771,movie,Detour,,70,Comedy,8.2
tt1024971,movie,VÃµÃµras,,62,"Crime,Drama",7.7
tt1278124,movie,Snarveien,,77,"Horror,Thriller",7.9
tt1753693,movie,Detour,,87,"Horror,Romance,Thriller",6.2
tt4372390,movie,Detour,,97,"Action,Thriller",5.9
tt6419524,movie,Olle,,103,"Comedy,Drama",7.6
tt0069966,movie,Detroit 9000,,106,"Action,Crime,Drama",8
tt0165710,movie,Detroit Rock City,,95,"Comedy,Music",6.8
tt0205000,movie,Deuce Bigalow: Male Gigolo,,88,"Comedy,Romance",6.8
tt0231448,movie,Deuces Wild,,96,"Action,Crime,Drama",6.5
tt0364303,movie,Dev,,172,Drama,6.5
tt8751976,movie,Dev,,157,"Action,Adventure,Romance",6.5
tt0026274,movie,Devdas,,139,"Drama,Romance",6.5
tt0047990,movie,Devdas,,159,"Drama,Musical,Romance",4.8
tt0238936,movie,Devdas,,185,"Drama,Musical,Romance",4.8
tt0322004,movie,Devdas,,140,"Drama,Romance",8
tt0361503,movie,Devdas,,141,Drama,8
tt0884855,movie,Devadasu,,175,Romance,5.6
tt1961271,movie,Devdas,,150,"Drama,Musical,Romance",5.6
tt5806374,movie,Devdas,,144,"Drama,Romance",5.4
tt0046907,movie,Devil Girl from Mars,,77,"Horror,Sci-Fi",5.4
tt0112857,movie,Devil in a Blue Dress,,102,"Crime,Drama,Mystery",6.6
tt0038476,movie,Le diable au corps,,110,"Drama,Romance",7.8
tt0064626,movie,Le malizie di Venere,,83,Drama,7
tt0090944,movie,Diavolo in corpo,,114,"Drama,Romance",6.9
tt0217086,movie,Devil in the Flesh 2,,92,"Horror,Thriller",7.4
tt0028783,movie,Devil's Playground,,74,"Drama,Romance",6.5
tt0124386,movie,Devil's Playground,,72,"Adult,Horror",5.4
tt0293088,movie,Devil's Playground,,77,Documentary,7.4
tt1453245,movie,Devil's Playground,,92,"Action,Horror",4.9
tt0329162,movie,Devil's Pond,,92,"Drama,Thriller",5.3
tt0245866,movie,Devil's Prey,,88,"Horror,Thriller",5.3
tt13357042,movie,Devil's Prey,,81,"Horror,Mystery,Thriller",6.1
tt0245929,movie,Guizi lai le,,139,"Comedy,Drama,War",6.9
tt0255111,movie,Dhadkan,,161,"Drama,Romance",5.6
tt0046911,movie,Les diaboliques,,117,"Crime,Drama,Horror",5.4
tt0046911,movie,Les diaboliques,,117,"Crime,Drama,Horror",5.7
tt0116095,movie,Diabolique,,107,"Drama,Horror,Mystery",6.3
tt0116095,movie,Diabolique,,107,"Drama,Horror,Mystery",8.6
tt3266950,movie,Diabolique,,60,Horror,6.7
tt3266950,movie,Diabolique,,60,Horror,7
tt0046912,movie,Dial M for Murder,,105,"Crime,Thriller",7.3
tt0403754,tvSeries,Dial M for Murder,,50,Thriller,7.8
tt0200427,movie,Diamond Men,,100,Drama,5
tt0072877,movie,Diamonds,,120,"Crime,Drama",3.4
tt0092338,tvSeries,Diamonds,,60,"Comedy,Drama",7.2
tt0162802,tvSeries,Diamonds,,60,Drama,5.9
tt0167423,movie,Diamonds,,91,"Comedy,Mystery",4.1
tt0233569,movie,Diary of Lust,,84,"Drama,Romance",7.9
tt0058249,movie,Le journal d'une femme de chambre,,97,"Crime,Drama",7.4
tt0042619,movie,Journal d'un curÃ© de campagne,,115,Drama,5.5
tt0422093,movie,Diary of a Mad Black Woman,,116,"Comedy,Drama,Romance",7.2
tt0113230,movie,Gwong Chow sat yan wong: Yan pei yat gei,,91,"Crime,Horror",7.2
tt3066248,movie,Diary of a Serial Killer,,90,Action,8.3
tt0144168,movie,Dick,,94,Comedy,6.5
tt0028785,movie,Dick Tracy,,290,"Action,Comedy,Crime",7.2
tt0037642,movie,Dick Tracy,,61,"Action,Crime,Mystery",8.1
tt0042100,tvSeries,Dick Tracy,,30,Drama,6.4
tt0099422,movie,Dick Tracy,,105,"Action,Comedy,Crime",6.8
tt0325258,movie,Dickie Roberts: Former Child Star,,98,Comedy,7.1
tt0246460,movie,Die Another Day,,133,"Action,Adventure,Thriller",7.6
tt0095016,movie,Die Hard,,132,"Action,Thriller",6.3
tt0059106,movie,Fanatic,,97,"Horror,Thriller",6
tt0116102,movie,Different for Girls,,97,"Comedy,Drama,Romance",8.3
tt0118980,movie,Digging to China,,98,Drama,9.1
tt0104107,movie,Diggstown,,98,"Drama,Sport",5.7
tt9083140,tvSeries,Diggstown,,60,Drama,6.5
tt0259974,movie,Digimon: The Movie,,82,"Action,Adventure,Animation",6.5
tt0099429,movie,Dil,,172,"Comedy,Drama,Romance",6.1
tt0367657,movie,Dil,,180,"Action,Romance",6.1
tt0292490,movie,Dil Chahta Hai,,183,"Comedy,Drama,Romance",7
tt0328998,movie,Dil Hai Tumhaara,,185,"Drama,Romance",6.2
tt0216707,movie,Dil Kya Kare,,158,"Drama,Musical,Romance",7.8
tt0255120,movie,Dil Pe Mat Le Yaar!!,,148,Drama,9.3
tt0118983,movie,Dil To Pagal Hai,,180,"Comedy,Drama,Musical",7.9
tt0225515,movie,Dillagi,,188,"Drama,Musical,Romance",7.8
tt0350813,movie,Dillagi,,146,"Comedy,Drama,Romance",7.6
tt0037644,movie,Dillinger,,70,"Biography,Crime,Drama",7.6
tt0069976,movie,Dillinger,,107,"Action,Biography,Crime",7.6
tt0112870,movie,Dilwale Dulhania Le Jayenge,,189,"Drama,Romance",8.2
tt0027527,movie,Dimples,,79,"Family,Musical",4.9
tt0447927,movie,Dimples,,88,"Horror,Mystery,Thriller",6.4
tt0083833,movie,Diner,,110,"Comedy,Drama",3.9
tt9729206,movie,Diner,,117,Crime,4
tt0229340,movie,Dinner Rush,,99,"Crime,Drama,Romance",6.7
tt0023948,movie,Dinner at Eight,,111,Drama,7.3
tt0130623,movie,Dinosaur,,82,"Adventure,Animation,Comedy",7
tt1843902,movie,Dinosaur,,77,Animation,7.8
tt0053768,movie,Dinosaurus!,,83,"Adventure,Comedy,Fantasy",7.8
tt0310443,tvSeries,Dinotopia,,60,"Adventure,Family,Fantasy",7.2
tt0372238,movie,Dinotopia: Quest for the Ruby Sunstone,,75,"Adventure,Animation,Comedy",4.2
tt0171227,movie,Diplomatic Siege,,90,"Action,Thriller",6.2
tt0368688,movie,Direct Action,,97,"Action,Crime,Thriller",7
tt0164018,movie,Dirt Merchant,,85,Comedy,7.1
tt0092890,movie,Dirty Dancing,,100,"Drama,Music,Romance",4.9
tt0094450,tvSeries,Dirty Dancing,,30,"Drama,Romance",6.5
tt0338096,movie,Dirty Dancing: Havana Nights,,86,"Drama,Music,Romance",6
tt0280605,movie,Dirty Deeds,,110,"Comedy,Crime",8.1
tt0407732,movie,Dirty Deeds,,87,Comedy,6.4
tt0066999,movie,Dirty Harry,,102,"Action,Crime,Thriller",7.8
tt1592855,movie,Dirty Pictures,,90,"Biography,Documentary",6.4
tt0301199,movie,Dirty Pretty Things,,97,"Crime,Drama,Thriller",6.2
tt0095031,movie,Dirty Rotten Scoundrels,,110,"Comedy,Crime",7.6
tt0025050,movie,Dirty Work,,70,"Comedy,Crime,Romance",7.2
tt0120654,movie,Dirty Work,,82,Comedy,7.5
