titleId,titleType,originalTitle,runtimeMinutes,averageRating
tt0018753,movie,Celebrity,65,6.3
tt0120533,movie,Celebrity,113,6.3
tt0385387,tvSeries,Celebridade,45,6.3
tt0337921,movie,Cellular,94,6.3
tt0115851,movie,Celtic Pride,91,6.3
tt0102816,movie,Ruan Ling Yu,126,7
tt0210616,movie,Center Stage,115,7
tt0383086,tvSeries,Center Stage,60,7
tt0140888,movie,Central do Brasil,110,7
tt0270270,movie,Century Hotel,97,7
tt0219887,movie,Lung joi bin yuen,90,6.4
tt0233422,movie,Chachi 420,155,6.4
tt0115857,movie,Chain Reaction,107,6.4
tt0233038,tvSeries,Chain Reaction,30,6.4
tt0835113,tvSeries,Chain Reaction,30,6.4
tt7201536,movie,Reakcja lancuchowa,100,5.4
tt0112655,movie,Chain of Command,97,5.4
tt0207377,movie,Chain of Command,96,5.4
tt4340720,movie,Echo Effect,88,5.4
tt0194368,movie,Chain of Fools,98,5.4
tt0101560,movie,Chains of Gold,95,5.2
tt0118836,movie,Chairman of the Board,95,5.2
tt0346723,movie,Chalte Chalte,167,5.2
tt0360463,movie,Chalte Chalte,100,5.2
tt0128985,movie,Chalti Ka Naam Gaadi,173,5.2
tt0383975,movie,Chameli,108,5.3
tt0097044,movie,Chances Are,108,5.3
tt0306188,movie,Vat Doi Sao Doi,90,5.3
tt0097045,movie,Chandni,186,5.3
tt0267363,movie,Chandni Bar,150,5.3
tt0065537,movie,Change of Habit,93,4.3
tt0115865,movie,Changing Habits,95,4.3
tt0303860,movie,Changing Hearts,92,4.3
tt1958053,movie,Changing Hearts,89,4.3
tt0264472,movie,Changing Lanes,98,4.3
tt0265116,movie,Chaos,109,7.2
tt0265116,movie,Chaos,109,7.2
tt0295362,movie,Kaosu,90,7.2
tt0295362,movie,Kaosu,90,7.2
tt0363736,movie,Qaos,97,7.2
tt0363736,movie,Qaos,97,7.6
tt0402910,movie,Chaos,106,7.6
tt0402910,movie,Chaos,106,7.6
tt0405977,movie,Chaos,74,7.6
tt0405977,movie,Chaos,74,7.6
tt0412572,movie,Chaos,124,5.8
tt0412572,movie,Chaos,124,5.8
tt1288398,movie,Saam bat gun,89,5.8
tt1288398,movie,Saam bat gun,89,5.8
tt1591468,tvSeries,Chaos,60,5.8
tt1591468,tvSeries,Chaos,60,7.4
tt2365823,movie,DÃ©sordres,101,7.4
tt2365823,movie,DÃ©sordres,101,7.4
tt8828278,movie,Chaos,95,7.4
tt8828278,movie,Chaos,95,7.4
tt9811598,movie,Chaos,126,6.3
tt9811598,movie,Chaos,126,6.3
tt0103939,movie,Chaplin,143,6.3
tt2040306,movie,Chaplin,123,6.3
tt0119448,movie,Karakter,122,6.3
tt14118266,movie,Character,125,6.6
tt0045620,movie,Charade,83,6.6
tt0056923,movie,Charade,113,6.6
tt0082158,movie,Chariots of Fire,125,6.6
tt0065702,movie,Erinnerungen an die Zukunft,92,6.6
tt0201517,movie,Karisuma,104,7.1
tt0138357,movie,Charles Mingus: Triumph of the Underdog,78,7.1
tt0069865,movie,Charley Varrick,111,7.1
tt0337540,movie,Charlie,95,7.1
tt0490839,movie,Charlie,88,7.1
tt1500152,movie,Charlie,76,6.8
tt5082014,movie,Charlie,130,6.8
tt0082159,movie,Charlie Chan and the Curse of the Dragon Queen,95,6.8
tt0073972,tvSeries,Charlie's Angels,60,6.8
tt0160127,movie,Charlie's Angels,98,6.8
tt1760943,tvSeries,Charlie's Angels,60,6.6
tt5033998,movie,Charlie's Angels,118,6.6
tt0305357,movie,Charlie's Angels: Full Throttle,106,6.6
tt0245046,movie,Charlotte Gray,121,6.6
tt0284478,movie,Charlotte Sometimes,85,6.6
tt0070016,movie,Charlotte's Web,94,7.3
tt0413895,movie,Charlotte's Web,97,6.7
tt0062794,movie,Charly,103,4.1
tt0330136,movie,Charly,103,7
tt0494045,movie,Charly,95,8.1
tt0109403,movie,Chasers,102,8
tt0118842,movie,Chasing Amy,113,7.2
tt0217319,movie,Chasing Holden,104,7
tt0360139,movie,Chasing Liberty,101,7.7
tt0323572,movie,Chasing Papi,80,8.5
tt0221069,movie,Chasing Sleep,104,6.9
tt2301495,tvSeries,Chat Room,30,6.5
tt0066907,movie,Chato's Land,100,7.6
tt0099242,movie,Chattahoochee,98,6.4
tt0053706,movie,Chaudhvin Ka Chand,169,6.9
tt0042327,movie,Cheaper by the Dozen,86,6.6
tt0042327,movie,Cheaper by the Dozen,86,6.7
tt0349205,movie,Cheaper by the Dozen,98,6.4
tt0349205,movie,Cheaper by the Dozen,98,8.1
tt0024971,movie,Cheaters,65,8.1
tt0270118,tvSeries,Cheaters,30,8.7
tt2502568,movie,Nae yeojaeui namja chingu,102,5.3
tt0250292,movie,Cheats,86,9
tt0092744,movie,Cheerleader Camp,89,7.8
tt0235280,movie,Cheerleader Ninjas,91,7.3
tt0226935,movie,Chelsea Walls,109,7.3
tt0298798,movie,Cherish,99,6.9
tt0092746,movie,Cherry 2000,99,8
tt0017750,movie,Chicago,118,7.2
tt0299658,movie,Chicago,113,8.2
tt0120630,movie,Chicken Run,84,8
tt0045623,movie,Child's Play,68,5.9
tt0068369,movie,Child's Play,100,7.1
tt0094862,movie,Child's Play,87,7.2
tt0104615,movie,Kinderspiele,111,8.8
tt0198087,tvSeries,Child's Play,30,8.1
tt8663516,movie,Child's Play,90,7.7
tt0068370,movie,Children Shouldn't Play with Dead Things,87,6.2
tt0264476,movie,Children Underground,104,8.8
tt0118849,movie,Bacheha-Ye aseman,89,6.5
tt3838066,movie,Cheon-gug-ui A-i-deul,105,7.7
tt0037674,movie,Les enfants du paradis,189,6.5
tt0090830,movie,Children of a Lesser God,119,7.2
tt7920000,tvSeries,Jakeun Shinui Aideul,60,8
tt0177746,movie,Les enfants du siÃ¨cle,135,6.3
tt0087050,movie,Children of the Corn,92,9
tt12311866,movie,Children of the Corn,93,8.1
tt0103957,movie,Children of the Night,92,5.3
tt2945892,movie,Limbo,105,6
tt6000744,movie,I figli della notte,85,6.9
tt0115886,movie,Children of the Revolution,101,8.1
tt0159352,movie,Children of the Revolution,64,7.3
tt1980056,movie,Children of the Revolution,92,5.3
tt0283991,movie,Children on Their Birthdays,102,5.6
tt0387117,movie,Childstar,98,7.4
tt0099256,movie,Chill Factor,95,7.3
tt0163579,movie,Chill Factor,102,7.7
tt0138359,movie,Chillicothe,92,6.9
tt0251174,movie,Kevin of the North,86,7.8
tt0050252,movie,China Gate,97,7.9
tt0210609,movie,China Gate,175,5.4
tt0109417,movie,China Moon,99,5.9
tt0099260,movie,China O'Brien,86,5.5
tt0266408,movie,Lei ting zhan jing,103,5.4
tt0071315,movie,Chinatown,130,4.2
tt1904861,movie,Chinatown,149,3.4
tt0118851,movie,Chinese Box,99,8.2
tt0115887,movie,Chinese Chocolate,95,6.3
tt0074312,movie,Chinesisches Roulette,86,6.1
tt0069833,movie,Valdez il mezzosangue,98,7.5
tt0315394,movie,Chino,138,7
tt0065547,movie,Chisum,111,7
tt0062803,movie,Chitty Chitty Bang Bang,144,7.3
tt0094868,movie,Chocolat,105,8.1
tt0094868,movie,Chocolat,105,6.5
tt0241303,movie,Chocolat,121,6.6
tt0241303,movie,Chocolat,121,6.9
tt4400038,movie,Chocolat,119,7.2
tt4400038,movie,Chocolat,119,8
tt0251637,movie,Choke,98,7.3
tt0251637,movie,Choke,98,6.1
tt0265118,movie,Choke,89,6.9
tt0265118,movie,Choke,89,6
tt1024715,movie,Choke,92,6.3
tt1024715,movie,Choke,92,6.4
tt11127256,movie,Choke,73,6.1
tt11127256,movie,Choke,73,6.5
tt0087054,movie,Choose Me,106,5.1
tt0284406,movie,Chopin. Pragnienie milosci,134,5.3
tt0221073,movie,Chopper,94,9.1
tt0103959,movie,Chrome Hearts,86,5
tt0049072,movie,Chori Chori,158,5.7
tt0326805,movie,Chori Chori,135,6.1
tt1996213,movie,Chori Chori,115,6
tt0256692,movie,Chori Chori Chupke Chupke,160,9.4
tt0079010,movie,Cristo si Ã¨ fermato a Eboli,150,6.2
tt0216620,movie,Christina's House,97,8.4
tt0037595,movie,Christmas in Connecticut,101,4.8
tt0362506,movie,Chrystal,106,6.6
tt0200530,movie,Chuck & Buck,96,8.2
tt3773580,movie,Chuck Close: A Portrait in Progress,57,6
tt0208050,movie,Chump Change,89,6
tt0109424,movie,Chung Hing sam lam,102,6.4
tt0245837,movie,Chunhyangdyun,116,7.6
tt0390466,movie,Seong Chunhyang,120,8.4
tt2674454,movie,Churchill,105,7.3
tt7258476,movie,Churchill,65,8.2
tt0055850,movie,ChÃ»shingura,207,8.8
tt0126240,movie,Chutney Popcorn,92,7.4
tt0870089,movie,Ciao,87,5.9
tt0003772,movie,Cinderella,52,9.2
tt0003772,movie,Cinderella,52,8.2
tt0042332,movie,Cinderella,74,7.7
tt0042332,movie,Cinderella,74,7
tt0047843,movie,Aschenputtel,72,7.2
tt0047843,movie,Aschenputtel,72,4.2
tt0054748,movie,Khrustalnyy bashmachok Zolushki,84,7.6
tt0054748,movie,Khrustalnyy bashmachok Zolushki,84,8.4
tt0075849,movie,Cinderella,94,7.8
tt0075849,movie,Cinderella,94,7.9
tt0146558,movie,Cinderella,95,6.8
tt0146558,movie,Cinderella,95,7.5
tt0168269,movie,Zolushka,84,7.6
tt0168269,movie,Zolushka,84,7.5
tt0845442,movie,Sin-de-rel-la,94,8
tt0845442,movie,Sin-de-rel-la,94,7
tt10013634,movie,Cinderella,150,8.4
tt10013634,movie,Cinderella,150,8.4
tt10155932,movie,Cinderella,113,6.4
tt10155932,movie,Cinderella,113,6.4
tt1661199,movie,Cinderella,105,7
tt1661199,movie,Cinderella,105,7
tt3645784,movie,Cinderella,120,6.2
tt3645784,movie,Cinderella,120,7.7
tt4863768,movie,Cinderella,87,7.9
tt4863768,movie,Cinderella,87,6.5
tt5089556,movie,Cinderella,113,5.2
tt5089556,movie,Cinderella,113,3.7
tt0053716,movie,Cinderfella,91,7.2
tt0281724,movie,Cinemania,83,8.5
tt1089586,tvSeries,Cinemania,60,6.7
tt0082429,movie,Die FÃ¤lschung,108,8.8
tt0112679,movie,Circle of Friends,103,2.4
tt0078975,movie,Circle of Iron,102,6.1
tt0218107,movie,Circuit,130,6.8
tt1213636,movie,Circuit,76,4.8
tt1289383,movie,Circuit,95,6.4
tt0191037,movie,Circus,95,6.4
tt0341720,tvSeries,Circus,60,7.5
tt13566356,movie,Circus,83,3.6
tt1609531,tvSeries,Circus,54,7.2
tt1930304,movie,Circus,81,3.9
tt3171836,movie,Circus,140,6.4
tt0057952,movie,Circus World,135,5.5
tt0824521,tvSeries,Cirque du Soleil: Solstrom,45,7.6
tt0033467,movie,Citizen Kane,119,6.8
tt0115906,movie,Citizen Ruth,106,6.9
tt0212879,movie,Citizen Toxie: The Toxic Avenger IV,109,7.8
tt4923740,tvSeries,Citizen X,45,7.2
tt0115907,movie,City Hall,111,6.1
tt12094720,movie,City Hall,272,5.2
tt1819835,tvSeries,Sitihol,62,8.5
tt0087062,movie,City Heat,93,5.1
tt0103950,movie,Sing si lip yan,105,4.7
tt0159208,tvSeries,City Hunter,24,7.2
tt1982229,tvSeries,Siti hyunteo,60,4.9
tt8523334,movie,Nicky Larson et le parfum de Cupidon,91,7.2
tt0097067,movie,City Hunter: Ai to shukumei no Magnum,87,5.6
tt0021749,movie,City Lights,87,5.2
tt0076995,tvSeries,City Lights,30,5.5
tt0913553,tvSeries,City Lights,273,8.1
tt0101587,movie,City Slickers,113,8
tt0109439,movie,City Slickers II: The Legend of Curly's Gold,116,6.3
tt0094854,movie,Yee dam hung seon,92,7.1
tt0269095,movie,City by the Sea,108,7.6
tt0073974,tvSeries,City of Angels,60,8.5
tt0120632,movie,City of Angels,114,9.1
tt0204765,tvSeries,City of Angels,60,5.8
tt0164003,movie,City of Ghosts,116,6.2
tt10380896,tvSeries,City of Ghosts,20,7.2
tt6333056,movie,City of Ghosts,92,5.8
tt0179110,movie,Boli zhi cheng,111,5.7
tt0317248,movie,Cidade de Deus,130,7.4
tt0350720,movie,Ciudad de Dios,87,8.4
tt1854518,movie,City of God,145,6.5
tt0118859,movie,City of Industry,97,5.8
tt0103976,movie,City of Joy,132,4.2
tt4078252,movie,City of Joy,74,6.5
tt0084724,movie,Stadt der verlorenen Seelen,94,6.8
tt0252329,movie,Ciudad de M,102,5.8
tt0080539,movie,La cittÃ  delle donne,139,8
tt0078976,movie,City on Fire,106,6.3
tt0093435,movie,Lung foo fung wan,105,6.7
tt0121207,movie,Die xue cheng shi,88,7.9
tt0326806,movie,Civil Brand,95,6.7
tt0103977,movie,Claire of the Moon,107,5.7
tt0061489,movie,Clambake,99,7.3
tt0044502,movie,Clash by Night,105,7.2
tt0082186,movie,Clash of the Titans,118,7.7
tt0800320,movie,Clash of the Titans,106,7.6
tt0085346,movie,Class,98,7.7
tt4779860,tvSeries,Class,9,6.3
tt5079788,tvSeries,Class,45,8.5
tt0103978,movie,Class Act,98,5.1
tt0108727,tvSeries,Class Act,60,6
tt0478995,movie,Class Act,90,8.3
tt5079164,tvSeries,Class Act,18,6.8
tt0101590,movie,Class Action,110,7.5
tt0156408,movie,La classe de neige,96,6.1
tt0090849,movie,Class of Nuke 'Em High,85,6.7
tt0071334,movie,Claudine,92,8.3
tt0118863,movie,Clay Pigeons,104,7.7
tt0109443,movie,Clean Slate,107,6.9
tt0094884,movie,Clean and Sober,124,7.2
tt0109444,movie,Clear and Present Danger,141,6.8
tt0002101,movie,Cleopatra,100,5.2
tt0002101,movie,Cleopatra,100,4.7
tt0007801,movie,Cleopatra,125,6.9
tt0007801,movie,Cleopatra,125,6.8
tt0024991,movie,Cleopatra,100,6.6
tt0024991,movie,Cleopatra,100,6.6
tt0056937,movie,Cleopatra,192,6.7
tt0056937,movie,Cleopatra,192,6.7
tt0065588,movie,Kureopatora,112,4.7
tt0065588,movie,Kureopatora,112,4.7
tt0260516,movie,Cleopatra,120,5.5
tt0260516,movie,Cleopatra,120,5.5
tt0346765,movie,Cleopatra,104,7.3
tt0346765,movie,Cleopatra,104,7.3
tt4647298,tvSeries,Cleopatra,45,8
tt4647298,tvSeries,Cleopatra,45,8
tt0069890,movie,Cleopatra Jones,89,8.3
tt0146562,movie,Cleopatra's Second Husband,92,8.3
tt0109445,movie,Clerks,92,6.6
tt0210413,tvSeries,Clerks,22,6.6
tt0106582,movie,Cliffhanger,113,9
tt0109447,movie,Clifford,90,9
tt0398872,movie,Clifford's Really Big Movie,74,7.4
tt0087065,movie,Cloak & Dagger,101,7.4
tt5614844,tvSeries,Cloak & Dagger,44,8.1
tt0038417,movie,Cloak and Dagger,106,8.1
tt0112688,movie,Clockers,128,7.9
tt0157472,movie,Clockstoppers,94,7.9
tt0118866,movie,Clockwatchers,96,7.6
tt0090852,movie,Clockwise,96,7.6
tt1820415,movie,Clockwise,110,7.5
tt0075860,movie,Close Encounters of the Third Kind,138,7.5
tt0101595,movie,Close My Eyes,108,7.2
tt0286594,movie,Doctor Sleep,108,7.2
tt7385414,movie,Close Your Eyes,82,6
tt8458832,movie,Close Your Eyes,144,6
tt0060802,movie,Ostre sledovanÃ© vlaky,92,7.9
tt0376541,movie,Closer,104,7.9
tt3667264,movie,Closer,87,5.7
tt0331953,movie,Club Dread,104,5.3
tt0088930,movie,Clue,94,8
tt2102479,tvSeries,Clue,96,7.8
tt0112697,movie,Clueless,97,5.4
tt0115137,tvSeries,Clueless,30,8.6
tt0393162,movie,Coach Carter,136,6.7
tt0080550,movie,Coast to Coast,95,6
tt0109450,movie,Cobb,128,6.6
tt0015693,movie,Cobra,70,4.4
tt0090859,movie,Cobra,87,8.3
tt0105973,tvSeries,Cobra,60,7.5
tt0165177,movie,Yan jing she,92,5.6
tt10062652,tvSeries,COBRA,261,9.2
tt2181865,movie,Cobra,91,5.7
tt0094888,movie,Cobra Verde,111,6.7
tt0271798,movie,Southside,106,9.1
tt0094889,movie,Cocktail,104,8
tt0498282,movie,Boon chui yan gaan,90,7.6
tt1821373,movie,Cocktail,111,5.1
tt2168910,movie,Cocktail,146,8.4
tt0088933,movie,Cocoon,117,7.8
tt10107222,movie,Kokon,99,4.7
tt0094890,movie,Cocoon: The Return,116,8.2
tt0345061,movie,Code 46,93,6.4
tt0216625,movie,Code inconnu: RÃ©cit incomplet de divers voyages,118,5.8
tt0088936,movie,Code of Silence,101,7.7
tt5545876,movie,Code of Silence,58,5.5
tt0379217,movie,Coffee and Cigarettes,95,6.8
tt0069897,movie,Coffy,90,6.8
tt0190994,movie,Bad Faith,97,7.2
tt1821374,movie,Cold Blooded,86,7.2
tt0331468,movie,Cold Creek Manor,118,8.7
tt0276868,movie,Cold Heart,95,8.7
tt0159365,movie,Cold Mountain,154,6.7
tt0369339,movie,Collateral,120,6.7
tt0233469,movie,Collateral Damage,108,5.9
tt0017765,movie,College,66,5.9
tt0166124,movie,College,96,6.5
tt0844671,movie,College,94,6.5
tt0089716,movie,Oberst Redl,144,5.5
tt0064785,movie,Pan Wolodyjowski,160,5.5
tt0059044,movie,Color Me Blood Red,79,7.9
tt0109456,movie,Color of Night,121,7.9
tt0094894,movie,Colors,120,7.7
tt1566926,movie,Colors,125,7.7
tt2412550,movie,Cores,95,7.3
tt0126249,movie,Colors Straight Up,94,8
tt0064177,movie,Colossus: The Forbin Project,100,7
tt0375669,movie,Hak bak sam lam,104,8
tt0077355,movie,Coma,113,4.3
tt0284005,movie,Coma,85,7
tt0441611,movie,Coma,84,4.3
tt1118072,movie,Coma,102,6.7
tt1467271,movie,Koma,81,6.6
tt5537018,movie,Coma,97,4.3
tt6087226,movie,Koma,111,7.2
tt0054759,movie,Come September,112,6.7
tt0242795,movie,Presque rien,100,7.1
tt1403144,movie,Cosa voglio di piÃ¹,126,6.9
tt0027459,movie,Come and Get It,99,7.3
tt0091251,movie,Idi i smotri,142,8
tt10985730,movie,Come and See,84,7.6
tt0238355,movie,Komiker,90,7.2
tt0328962,movie,Comedian,82,5.7
tt0077360,movie,Comes a Horseman,118,6.7
tt0087072,movie,Comfort and Joy,106,9.1
tt0447582,tvSeries,Komikku pÃ¢tÃ®,23,9.1
tt0064180,movie,Coming Apart,110,4.6
tt0077362,movie,Coming Home,127,8.6
tt0077362,movie,Coming Home,127,4.4
tt1843430,tvSeries,Coming Home,60,6.1
tt1843430,tvSeries,Coming Home,60,6.8
tt2194497,movie,Ã€ moi seule,91,7.7
tt2194497,movie,Ã€ moi seule,91,7.5
tt3008180,movie,Coming Home,86,5.6
tt3008180,movie,Coming Home,86,7
tt3125472,movie,Gui lai,109,7.3
tt3125472,movie,Gui lai,109,6.6
tt4767526,movie,Coming Home,88,4.8
tt4767526,movie,Coming Home,88,5.9
tt5496554,movie,Coming Home,90,6.5
tt5496554,movie,Coming Home,90,9.4
tt8899108,movie,Coming Home,88,7.1
tt8899108,movie,Coming Home,88,5.5
tt0097095,movie,Coming Out,113,7.1
tt1318024,movie,Hard Lesbian: Quick & Deep,64,6.2
tt3686542,movie,Coming Out,70,7.6
tt3893326,movie,Kaminguauto,98,6.8
tt9691896,movie,Coming Out,64,4.8
tt0024996,movie,Coming Out Party,80,7.2
tt0094898,movie,Coming to America,117,5.2
tt0115927,movie,Commandments,88,6.8
tt7620360,tvSeries,Kipat Barzel,40,5.2
tt0056221,movie,Marcia o crepa,101,5.8
tt0088944,movie,Commando,90,8
tt0363525,movie,Commando,149,8.2
tt2658126,movie,Commando,124,7.2
tt0035746,movie,Commandos Strike at Dawn,98,7.8
tt0094900,movie,Committed,90,8
tt0144142,movie,Committed,98,7.1
tt0159366,movie,Committed,77,6.9
tt0279740,tvSeries,Committed,30,6
tt0421316,tvSeries,Committed,30,6
tt2537138,movie,Committed,64,4.7
tt3073490,movie,Committed,90,5.8
tt0329330,movie,Lugares comunes,108,6.1
tt2374298,movie,Common Ground,93,7.6
tt2463084,movie,Charges communes,82,7.1
tt2485820,tvSeries,Common Ground,10,8.2
tt0097099,movie,Common Threads: Stories from the Quilt,79,7.3
tt0255067,movie,La comunidad,110,7.5
tt0097100,movie,Communion,109,4.6
tt3037376,movie,Communion,101,8.1
tt0296574,movie,Company,142,7.2
tt1942831,movie,Company,145,8.4
tt0101606,movie,Company Business,98,5.2
tt0177650,movie,Company Man,95,7.7
tt0118880,movie,Con Air,115,7.5
tt0353316,movie,Con Man,93,7.5
tt4642170,tvSeries,Con Man,12,3.8
tt6675400,movie,Con Man,100,5
tt0082198,movie,Conan the Barbarian,129,7.4
tt0816462,movie,Conan the Barbarian,113,5.7
tt0087078,movie,Conan the Destroyer,103,5.2
tt0118882,movie,Conceiving Ada,85,7.2
tt0106598,movie,Coneheads,88,8.2
tt0270288,movie,Confessions of a Dangerous Mind,113,7.3
tt0361467,movie,Confessions of a Teenage Drama Queen,89,5.8
tt0078868,movie,Bizalom,105,6.3
tt0310910,movie,Confidence,97,7.6
tt0086551,movie,Vivement dimanche!,110,8.3
tt0230098,movie,La confusion des genres,94,7.5
tt0112715,movie,Congo,109,8.6
tt0374310,movie,Ustaad,153,7.4
tt0345074,movie,Connie and Carla,108,7.9
tt0028739,movie,Conquest,113,7.1
tt0085356,movie,Conquest,88,5.4
tt0088082,movie,Seiha,142,5.2
tt0177655,movie,Conquest,92,4.5
tt0357358,tvSeries,Conquest,30,8.4
tt9795368,movie,Tobol,108,9.1
tt0047947,movie,Conquest of Space,81,7.6
tt0068408,movie,Conquest of the Planet of the Apes,88,4.8
tt0104006,movie,Consenting Adults,99,7.4
tt0195609,movie,Consenting Adults,76,7.4
tt0115937,movie,Consequence,91,6.3
tt0337943,movie,Consequence,97,6.3
tt2353899,movie,Consequence,93,8.8
tt2566368,movie,Gegenwart,68,8.8
tt5128532,movie,Consequence,81,6.6
tt0020785,movie,Conspiracy,69,4.9
tt0031177,movie,Conspiracy,58,7.5
tt0301129,movie,Conspiracy,87,5.2
tt1043838,movie,Conspiracy,90,8.1
tt1451765,tvSeries,An suan,40,8.6
tt1884274,movie,Conspiracy,101,8.6
tt2004196,movie,Chik loh hung seon,86,6.1
tt4761054,tvSeries,Conspiracy,45,7.9
tt5241834,movie,Shi xia baolÃ¬,90,5.4
tt0118883,movie,Conspiracy Theory,135,6.5
tt5354458,movie,Lake on Fire,79,7.8
tt0308129,movie,Conspiracy of Silence,90,5.5
tt7116300,tvSeries,Conspiracy of Silence,45,3.9
tt8300048,movie,Conspiracy of Silence,60,7
tt0360486,movie,Constantine,121,6
tt3489184,tvSeries,Constantine,43,6.8
tt0118884,movie,Contact,150,8.4
tt0266426,movie,Contact,90,6
tt0417552,movie,Kontakt,67,6.8
tt1564021,movie,Contact,79,6.9
tt4832070,tvSeries,Contact,48,3.9
tt7332012,movie,Contact,172,5
tt0082000,movie,Contamination,95,7.8
tt1196609,movie,Contamination,90,7.7
tt0057345,movie,Le mÃ©pris,103,5.1
tt0082200,movie,Continental Divide,103,7.4
tt0092781,movie,Il giorno prima,107,6.2
tt0215402,tvSeries,Control,60,7.3
tt0373981,movie,Kontroll,111,7.2
tt0374584,movie,Control,104,8
tt0421082,movie,Control,122,5.5
tt2550112,movie,Kong cheng ji,90,8.4
tt0391024,movie,Control Room,84,7.4
tt0118886,movie,Convict 762,97,6.6
tt0494186,tvSeries,Conviction,60,6.3
tt11109600,movie,Conviction,78,6.6
tt1244754,movie,Conviction,107,6.4
tt5396572,tvSeries,Conviction,42,6.1
tt7799386,movie,Une intime conviction,110,7.1
tt0017774,movie,Convoy,80,6.4
tt0032359,movie,Convoy,90,7.5
tt0058794,tvSeries,Convoy,60,7.6
tt0077369,movie,Convoy,110,6.7
tt0062824,movie,Coogan's Bluff,93,6.7
tt0233481,movie,Cookers,96,7.7
tt0061512,movie,Cool Hand Luke,127,6.4
tt0106611,movie,Cool Runnings,98,7.9
tt0104009,movie,Cool World,102,6.6
tt0072820,movie,Cooley High,107,5.6
tt0075277,movie,StrÃ¸mer,106,8.5
tt0092783,movie,Cop,110,6.3
tt0118887,movie,Cop Land,105,6.6
tt0284985,movie,Ji fat faan fat,102,6.5
tt0039277,movie,Copacabana,92,5.6
tt0277476,tvSeries,Copacabana,30,5.1
tt0286560,movie,Copacabana,90,5.1
tt0847160,movie,Copacabana,56,7.7
tt1454910,movie,Copacabana,107,6.9
tt2459156,movie,Copenhagen,98,6.6
tt0112722,movie,Copycat,123,7.7
tt2236686,movie,Copycat,90,7.9
tt3460382,tvSeries,Copycat,30,7.9
tt0270291,movie,Coral Reef Adventure,45,4.7
tt0250310,movie,Corky Romano,86,3.9
tt0026234,movie,Coronado,77,4.9
tt0337945,movie,Coronado,88,6.2
tt0077372,movie,Corvette Summer,105,5.1
tt0115951,movie,Cosi,100,7
tt0065579,movie,Cotton Comes to Harlem,97,7.2
tt0159373,movie,Cotton Mary,124,4.8
tt0023911,movie,Counsellor at Law,82,8.3
tt0087091,movie,Country,105,5.5
tt0264499,movie,Country,92,7.3
tt0109491,movie,Country Life,118,6.7
tt0083762,movie,Countryman,102,8
tt0115956,movie,Courage Under Fire,116,6.4
tt0118894,movie,Cousin Bette,108,5.7
tt0097116,movie,Cousins,113,9.5
tt0285486,movie,Cousins,106,8.4
tt10483044,movie,Cousins,98,2.1
tt10622790,movie,Primos,83,5.3
tt4295566,movie,Cousins,133,4.8
tt7881364,movie,Dokhtar Amoo Va Pesar Amoo,86,5.1
tt0036723,movie,Cover Girl,107,7.3
tt0213577,movie,Cover Story,93,7.4
tt0288488,movie,Cover Story,96,6.6
tt0341323,movie,Cover Story,140,5
tt1680436,tvSeries,Cover Story,30,8.1
tt0041263,movie,Cover Up,83,5.6
tt0085378,movie,La crime,103,7.8
tt0086690,tvSeries,Cover Up,60,7.4
tt0346800,movie,Cowards Bend the Knee or The Blue Hands,60,6.1
tt0051496,movie,Cowboy,92,5.9
tt1741283,movie,Vaquero,87,7.9
tt4896098,movie,Cowboy,134,4.9
tt0275277,movie,Cowboy Bebop: Tengoku no tobira,115,8
tt0186202,movie,Cowboy Up,105,6.6
tt0377701,movie,Cowboys & Angels,89,7.2
tt0215679,movie,Cowboys and Angels,97,7
tt0103186,movie,Vacas,96,7
tt0200550,movie,Coyote Ugly,100,5.4
tt0105977,tvSeries,Cracker,100,6.4
tt0306685,movie,Cradle 2 the Grave,101,7.2
tt0150216,movie,Cradle Will Rock,132,5.7
tt0071367,movie,Crash,90,6.2
tt0071367,movie,Crash,90,5.2
tt0115964,movie,Crash,100,7.8
tt0115964,movie,Crash,100,5.6
tt0375679,movie,Crash,112,9.5
tt0375679,movie,Crash,112,8.8
tt1178636,tvSeries,Crash,60,8.1
tt1178636,tvSeries,Crash,60,5.7
tt1505506,tvSeries,Crash,30,6.8
tt1505506,tvSeries,Crash,30,5.9
tt0035763,movie,Crash Dive,106,7.4
tt0035763,movie,Crash Dive,106,8.3
tt0072829,movie,Crazy Mama,80,5.2
tt0099316,movie,Crazy People,90,3.4
tt8542144,movie,Crazy People,106,7.5
tt0285487,movie,Crazy as Hell,113,5.7
tt0142201,movie,Crazy in Alabama,111,9.4
tt0250224,movie,Crazy/Beautiful,99,8.4
tt0088960,movie,Creator,107,9.6
tt0088961,movie,Creature,97,7.6
tt0198385,movie,Creature,76,5.8
tt1686018,movie,Creature,93,7.4
tt3619854,movie,Creature,134,6
tt0324742,tvSeries,Creature Comforts,10,7
tt0083767,movie,Creepshow,120,8.5
tt8762206,tvSeries,Creepshow,44,7.9
tt0092796,movie,Creepshow 2,92,8.6
tt0128871,tvSeries,Creepy Crawlers,21,6.2
tt0286390,tvSeries,Seikai no monshÃ´,26,6.1
tt0265133,movie,Crime Partners,102,7
tt0310924,movie,Crime Spree,105,6.6
tt0050271,movie,Crime of Passion,86,6.6
tt0810557,tvSeries,Crime of Passion,60,7.9
tt0097123,movie,Crimes and Misdemeanors,104,8.2
